,id,name,area_name,salary_from,salary_to,salary_ccy,salary_gross
16045,46901831,Младший (Junior) разработчик Java,Москва,,,,
16046,46901953,Middle/Senior QA Manual Engineer (Android),Санкт-Петербург,,,,
16047,46902028,"Разработчик ETL (SberData, Управление сервисов корпоративной модели данных)",Москва,,,,
16048,46902125,Инженер по тестированию систем видеоконференцсвязи,Санкт-Петербург,,,,
16049,46902167,Junior QA Engineer,Москва,,,,
16050,46902303,Инженер по поддержке бизнес-приложений,Москва,,,,
16054,46903524,Системный администратор,Москва,,90000.0,RUR,False
16055,46903743,Тестировщик (Junior/Advanced Junior),Калуга,50000.0,,RUR,False
16058,46903986,Тестировщик,Казань,,,,
16059,46904024,Тестировщик,Курск,,,,
16060,46904098,Тестировщик,Нижний Новгород,,,,
16061,46904326,Ведущий инженер по сопровождению Pega,Самара,,,,
16067,46904823,Инженер-программист 1С,Краснодар,,,,
16068,46904831,"Fullstack разработчик .net core, C#, Vue.js",Москва,,,,
16069,46905387,"Technical Support Engineer (Level 1, Spanish Speaking)",Санкт-Петербург,,,,
16070,46905723,Программист Axapta,Санкт-Петербург,,,,
16071,46905789,Программист Axapta,Москва,,,,
16073,46905998,IT специалист/ инженер.,Москва,35000.0,,RUR,True
16076,46906371,Программист 1С,Сыктывкар,65000.0,,RUR,False
16078,46906616,Middle/Senior PHP-разработчик (Symfony) (удаленно),Москва,,,,
16080,46906869,Middle Fron⁢tend Developer,Оренбург,80000.0,,RUR,False
16081,46907174,Разработчик BI (Tableau),Москва,,,,
16083,46907561,QA engineer,Москва,,,,
16084,46908066,Программист Python,Волжский (Волгоградская область),,150000.0,RUR,True
16085,46908104,Системный администратор,Краснодар,50000.0,70000.0,RUR,False
16087,46908577,Системный администратор,Ярославль,36000.0,,RUR,True
16088,46908580,Программист Python,Волгоград,,150000.0,RUR,False
16089,46908684,Разработчик C++,Волгоград,100000.0,150000.0,RUR,True
16090,46908774,Разработчик C++,Волжский (Волгоградская область),100000.0,150000.0,RUR,True
16092,46908837,Системный администратор (VMware),Волгоград,,69000.0,RUR,True
16093,46908887,Системный администратор (VMware),Волжский (Волгоградская область),,69000.0,RUR,True
16094,46908953,Системный администратор (VMware),Смоленск,,69000.0,RUR,True
16096,46910177,"Ведущий инженер-программист системных средств, SCADA систем (АСУ ТП)",Фролово,,,,
16098,46910968,Администратор баз данных,Воронеж,,,,
16100,46911213,Программист на PHP/разработчик 1C-Битрикс (Bitrix),Москва,90000.0,140000.0,RUR,False
16102,46911487,Product analyst,Москва,,,,
16103,46911685,DevOps Engineer,Москва,,,,
16104,46911918,Go-разработчик (команда PayDay),Москва,,,,
16106,46912324,Старший специалист по работе с клиентами (удаленно),Нижний Новгород,,,,
16107,46912334,Старший специалист по работе с клиентами (удаленно),Семенов,,,,
16109,46912337,Старший специалист по работе с клиентами (удаленно),Шахунья,,,,
16116,46912351,Старший специалист по работе с клиентами (удаленно),Сольцы,,,,
16119,46912354,Старший специалист по работе с клиентами (удаленно),Орел,,,,
16125,46912360,Старший специалист по работе с клиентами (удаленно),Заречный (Пензенская область),,,,
16128,46912363,Старший специалист по работе с клиентами (удаленно),Каменка (Пензенская область),,,,
16131,46912566,Специалист по ручному тестированию,Москва,,,,
16135,46913223,Data Analyst,Челябинск,,,,
16137,46913485,Senior python developer,Казань,,,,
16139,46913719,"Middle / senior frontend-разработчик (react/redux, удаленно)",Казань,,,,
16141,46913871,"Разработчик BI, Ozon.Travel",Москва,,,,
16142,46913940,Инженер технической поддержки,Москва,,,,
16144,46914024,Консультант-аналитик 1С,Москва,,,,
16145,46914531,Специалист технической поддержки (чаты),Нижний Новгород,30000.0,,RUR,False
16149,46914707,Frontend developer (React),Санкт-Петербург,,,,
16150,46914840,Devops / SRE-инженер,Москва,,,,
16156,46915265,Консультант-аналитик 1С (Финансы),Москва,,,,
16157,46915548,Cистемный аналитик (System Analyst),Москва,150000.0,250000.0,RUR,True
16158,46915789,"Mobile developer / Android, iOS, Flutter, React Native",Санкт-Петербург,,,,
16161,46916365,Старший специалист по работе с клиентами (удаленно),Миллерово,,,,
16164,46916369,Старший специалист по работе с клиентами (удаленно),Красный Сулин,,,,
16171,46916391,Старший специалист по работе с клиентами (удаленно),Похвистнево,,,,
16175,46916848,"Разработчик Power Builder, Депозитарий",Москва,,,,
16176,46916890,Лингвист/Junior ML engineer,Санкт-Петербург,,,,
16177,46916902,Java-разработчик,Москва,,,,
16178,46917077,Backend Node.js Developer,Санкт-Петербург,170000.0,200000.0,RUR,False
16180,46917307,Инженер-программист,Челябинск,,,,
16186,46918977,Программист 1С,Магадан,120000.0,,RUR,False
16187,46919512,IT-специалист,Кемерово,30000.0,,RUR,False
16188,46919848,Ведущий специалист по технической поддержке,Новосибирск,35000.0,45000.0,RUR,False
16189,46920110,Senior/middle front-end developer (React),Москва,,,,
16193,46922038,Системный администратор,Свободный,75000.0,,RUR,False
16195,46923371,Back-End Developer \ Back-End разработчик,Нижний Новгород,,,,
16196,46923389,Front-End Developer \ Front-End разработчик,Нижний Новгород,,,,
16198,46924104,Системный аналитик по направлению «Закупки и склад»,Москва,,,,
16201,46924519,Тестировщик,Краснодар,50000.0,100000.0,RUR,False
16203,46924739,Golang Developer,Новосибирск,,,,
16209,46926610,Ведущий программист,Екатеринбург,,,,
16210,46926918,Разработчик C# (Xamarin),Казань,,,,
16212,46927443,Специалист технической поддержки,Уфа,25000.0,40000.0,RUR,False
